description,Maker_Model
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Ford Transit Connect",Ford Transit Connect
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Midsize,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,rear wheel drive,Diesel,Large,Passenger Van,Ford Transit Wagon",Ford Transit Wagon
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Chevrolet Traverse",Chevrolet Traverse
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Chevrolet Trax",Chevrolet Trax
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Subaru Tribeca",Subaru Tribeca
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Subaru Tribeca",Subaru Tribeca
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Subaru Tribeca",Subaru Tribeca
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Subaru Tribeca",Subaru Tribeca
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Subaru Tribeca",Subaru Tribeca
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Hybrid,Compact,4dr SUV,Mazda Tribute Hybrid",Mazda Tribute Hybrid
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Hybrid,Compact,4dr SUV,Mazda Tribute Hybrid",Mazda Tribute Hybrid
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Hybrid,Compact,4dr SUV,Mazda Tribute Hybrid",Mazda Tribute Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Hybrid,Compact,4dr SUV,Mazda Tribute Hybrid",Mazda Tribute Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Hybrid,Compact,4dr SUV,Mazda Tribute Hybrid",Mazda Tribute Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Hybrid,Compact,4dr SUV,Mazda Tribute Hybrid",Mazda Tribute Hybrid
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Hybrid,Compact,4dr SUV,Mazda Tribute Hybrid",Mazda Tribute Hybrid
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Hybrid,Compact,4dr SUV,Mazda Tribute Hybrid",Mazda Tribute Hybrid
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,MANUAL,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,MANUAL,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Crossover,Flex Fuel,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,Crossover,Flex Fuel,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,MANUAL,front wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Crossover,Flex Fuel,Compact,4dr SUV,Mazda Tribute",Mazda Tribute
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,Mazda Truck",Mazda Truck
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,Mazda Truck",Mazda Truck
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,Mazda Truck",Mazda Truck
"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,Mazda Truck",Mazda Truck
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,Mazda Truck",Mazda Truck
"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,Mazda Truck",Mazda Truck
"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,Mazda Truck",Mazda Truck
"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,Mazda Truck",Mazda Truck
"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,Mazda Truck",Mazda Truck
